protein1	protein2	organism1	organism2	org1.taxid	org2.taxid
P10186	Q9Y5F6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10187	P10188	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	A0A181ZHJ5	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	B9VQE2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	D3YPB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10191	D3YPH1	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10191	F8REB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10191	O00459	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	O14770	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	O14964	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	O60341	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P04259	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P04291	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P04295	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P06485	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P09914	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P10191	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P10200	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P10229	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	P19419	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P25101	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P29992	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P34903	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P48454	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	P68331	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10191	Q01081	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q68DY1	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q86VW0	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q8NEY4	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q9BUJ2	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q9HD23	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q9NS71	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q9Y4K3	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10191	Q9Y6H6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10192	G8HBG7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10193	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10193	A6NMQ1	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10193	B9VQE2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10193	G8HBF6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10193	P04295	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10193	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10200	P04289	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10200	P04291	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10200	P10205	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10200	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10200	Q6QCK7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 3	10299	10335
P10201	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	L0N5H7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain RH2	10299	946522
P10201	O14770	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10201	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	P10227	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	P10228	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	P10229	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	P10231	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10201	Q15427	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10201	Q8IZ63	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10201	Q9UKT9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	O14807	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	O15503	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	O43557	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	O95989	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P08708	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P0DPB6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P14555	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P30536	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P31151	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P35372	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P49458	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	P62263	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q02750	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q12893	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q13432	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q15661	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q16774	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q16864	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q4J6C6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q63ZY6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q6UWN8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q6ZP80	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q7L8A9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q8TBM7	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q8TBQ9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q8TC12	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q92882	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q93065	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q99541	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q9BWG6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q9H813	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q9NRW1	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q9NXF8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10204	Q9Y4P9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10205	P10204	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10205	P10231	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10205	P10240	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10205	P13056	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10205	Q8NFH5	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10205	Q9NWS9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10209	Q7Z4H7	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10210	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10210	D3YPB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10210	P10210	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10210	Q703C9	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10211	P10211	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10211	Q7Z4H7	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10212	P06485	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10212	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10212	Q16633	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10212	Q8ND90	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10215	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10215	P10218	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10215	Q06609	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10215	Q15654	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10215	Q68G74	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10216	A4GEB9	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 3	10299	10335
P10216	H2A1V3	Human alphaherpesvirus 1 strain 17	Murid betaherpesvirus 1	10299	10366
P10216	Q77GV9	Human alphaherpesvirus 1 strain 17	Human gammaherpesvirus 8	10299	37296
P10217	A0A181ZFL8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	A0A181ZHJ5	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	B9VQE2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	B9VQG6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	D3XDS0	Human alphaherpesvirus 1 strain 17	Murine cytomegalovirus (strain Smith)	10299	10367
P10217	D3YPB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	D3YPH1	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	F8REB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	G8HBG0	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	G8HBG4	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	G8HBI5	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	L0N688	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain RH2	10299	946522
P10217	L0N6B0	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain RH2	10299	946522
P10217	P03220	Human alphaherpesvirus 1 strain 17	Human herpesvirus 4 strain B95-8	10299	10377
P10217	P04295	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	P06485	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	P06486	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	P10186	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	P32888	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10217	Q76WT6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10217	Q8N6Y0	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10217	Q98131	Human alphaherpesvirus 1 strain 17	Human gammaherpesvirus 8	10299	37296
P10218	O15162	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10218	P04291	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10218	Q08379	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10218	Q14525	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10218	Q8ND90	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10219	P43355	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10220	G8HBG2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10220	O14964	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10220	P06492	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10220	Q9BQ66	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10221	A0A181ZHX9	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	B9VQG6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	G8HBG0	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10221	P10186	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	P10220	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	P10221	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	P10224	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10221	Q76WT6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10221	Q89268	Human alphaherpesvirus 1 strain 17	Adeno-associated virus 2 Srivastava/1982	10299	648242
P10224	A0A181ZFL8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	B9VQE2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	D3YPB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10224	D3YPH1	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10224	G8HBD6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10224	L0N5H7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain RH2	10299	946522
P10224	O75558	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10224	P04291	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P04295	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P10186	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P10212	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P10224	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	P10231	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10224	Q6QCN7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 3	10299	10335
P10224	Q76WT6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10224	Q8IYN2	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10224	Q8N0V1	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10224	Q8TF71	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10224	Q8WYH8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10224	Q96EZ8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10225	G8HBG2	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10225	Q14240	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10225	Q15056	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10227	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10227	A0A410THK1	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10227	D3YPB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10227	F8REB8	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10227	G8HBG4	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1	10299	10298
P10227	L0N4F0	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain RH2	10299	946522
P10227	O15162	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10227	P06485	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10227	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10227	P10224	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10227	Q9BQ66	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10227	Q9NRY6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	P10205	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10228	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10228	P10224	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10228	P10914	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	P15531	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	Q99962	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	Q9BQ66	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	Q9HCD5	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10228	Q9Y3Q8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10229	P03176	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P06485	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P06486	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10193	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10210	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10212	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10215	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10227	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10229	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10230	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P10239	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P32888	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	P68331	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10229	Q96F46	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	O43805	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10230	P98066	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q12933	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q15233	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q15427	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q16621	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q5D1E8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q5JR59	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q8IUH3	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9BUZ4	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9H000	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9H9H4	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9NX57	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9Y2W2	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10230	Q9Y6K9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10231	P04295	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10231	P06492	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10231	P10233	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10231	P57105	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10231	Q15427	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10233	B9VQC7	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10233	P08237	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10233	P10233	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10233	Q5VTL8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10233	Q96B97	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10235	A0A181ZHX9	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	H3BLV9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10238	P08392	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	P08543	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	P10216	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	P10238	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10238	P84103	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10238	Q5SRQ6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10238	Q8IYA8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10238	Q9GZV8	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10239	P10217	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10239	Q96JM7	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	O00308	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	P10233	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
P10240	P62304	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q15427	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q8N4H5	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q8WW12	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q9BSJ6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q9NQZ6	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
P10240	Q9P1W9	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
Q8JSN5	P10243	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
Q8JSN8	P10243	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
NP_803144	P10253	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
V9LLT8	P10301	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
B4URE7	P10321	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
F5HC33	P10321	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F5HFJ7	P10321	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P06463	P10321	Human papillomavirus type 18	Homo sapiens	333761	9606
P17385	P10321	Human papillomavirus type 31	Homo sapiens	10585	9606
P0CK57	P10398	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P10191	P10398	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
YP_009227202	P10398	Zika virus	Homo sapiens	64320	9606
Q05322	P10412	Ebola virus - Mayinga, Zaire, 1976	Homo sapiens	128952	9606
Q1K9H2	P10412	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q89268	P10412	Adeno-associated virus 2 Srivastava/1982	Homo sapiens	648242	9606
YP_009227201	P10412	Zika virus	Homo sapiens	64320	9606
F5HGJ3	P10415	Human herpesvirus 8 strain GK18	Homo sapiens	868565	9606
NP_705926	P10415	Human immunodeficiency virus 1	Homo sapiens	11676	9606
P59635	P10415	Severe acute respiratory syndrome-related coronavirus	Homo sapiens	694009	9606
P88995	P10415	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
P89653	P10415	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
A0A218M2D5	P10515	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
Q1K9H5	P10515	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
K9UT94	P10586	Human gammaherpesvirus 4	Homo sapiens	10376	9606
P04608	P10589	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
Q20MH8	P10589	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q8JSN8	P10589	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
